id,x0,x1,x2,fitness-4.5,fitness-4,fitness-3.5,fitness-2.5,fitness-1.5,fitness-2,fitness-3,fitness-0.5,fitness-1,fitness-5,fitness0,fitness0.5
194211,3.69529,0.683055,-4.48892,NA,NA,NA,NA,NA,NA,NA,-188.529,NA,NA,NA,NA
194449,3.34887,2.1737,-4.66376,NA,NA,NA,NA,NA,NA,NA,NA,-101.317,NA,NA,NA
194755,3.66509,1.74028,-4.00596,NA,NA,NA,NA,-95.979,NA,NA,NA,NA,NA,NA,NA
194934,2.94711,0.636026,-3.48619,NA,NA,NA,-94.711,NA,NA,NA,NA,NA,NA,NA,NA
195036,2.0372,1.5138,-2.64854,NA,NA,-110.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
195334,1.80609,2.94893,-3.79403,NA,NA,-76.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
195409,2.11716,2.30937,-4.07395,NA,-56.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195618,1.92533,1.46538,-4.07183,NA,NA,NA,-3.628,NA,NA,NA,NA,NA,NA,NA,NA
195901,1.0073,1.19888,-3.37088,NA,NA,NA,NA,NA,-66.263,NA,NA,NA,NA,NA,NA
196190,0.292775,1.6122,-3.11557,NA,NA,-104.033,NA,NA,NA,NA,NA,NA,NA,NA,NA
196384,0.804961,1.99626,-3.03063,NA,NA,NA,NA,NA,NA,-74.422,NA,NA,NA,NA,NA
196474,1.07182,1.56431,-2.81687,NA,NA,NA,NA,NA,-91.643,NA,NA,NA,NA,NA,NA
196799,1.78901,2.08856,-4.26225,NA,NA,NA,NA,NA,-9.073,NA,NA,NA,NA,NA,NA
196910,3.20505,1.13975,-4.36297,NA,NA,NA,NA,-73.842,NA,NA,NA,NA,NA,NA,NA
197086,4.10593,1.32938,-3.65524,NA,NA,NA,NA,NA,NA,NA,NA,-170.924,NA,NA,NA
197269,2.5276,-0.160516,-4.13887,NA,NA,NA,NA,-204.031,NA,NA,NA,NA,NA,NA,NA
197575,1.64941,0.267294,-4.24605,NA,NA,NA,NA,NA,NA,NA,-236.407,NA,NA,NA,NA
197648,1.58181,2.27982,-4.65197,NA,NA,NA,NA,-32.459,NA,NA,NA,NA,NA,NA,NA
197941,1.92164,2.78492,-3.77078,NA,NA,NA,NA,-52.576,NA,NA,NA,NA,NA,NA,NA
198101,1.2891,3.35769,-2.76689,NA,NA,NA,NA,NA,-149.304,NA,NA,NA,NA,NA,NA
198240,1.32975,2.88397,-4.38193,NA,NA,NA,-40.674,NA,NA,NA,NA,NA,NA,NA,NA
198496,2.48758,3.49303,-3.70367,NA,NA,NA,NA,NA,NA,-104.023,NA,NA,NA,NA,NA
198643,1.30152,3.14594,-4.13512,NA,NA,NA,-57.629,NA,NA,NA,NA,NA,NA,NA,NA
198843,0.693203,2.51726,-4.45771,NA,NA,NA,NA,-59.839,NA,NA,NA,NA,NA,NA,NA
199193,0.858997,3.71937,-3.65319,NA,NA,NA,NA,NA,NA,-123.128,NA,NA,NA,NA,NA
199253,1.60931,3.46382,-3.11781,NA,NA,NA,-111.28,NA,NA,NA,NA,NA,NA,NA,NA
199535,-0.364837,3.49218,-4.10011,NA,NA,NA,NA,NA,-174.636,NA,NA,NA,NA,NA,NA
199643,0.603022,3.99276,-3.77366,NA,NA,NA,NA,NA,NA,-163.838,NA,NA,NA,NA,NA
199999,1.22269,4.34291,-3.27819,NA,NA,NA,-191.212,NA,NA,NA,NA,NA,NA,NA,NA
