id,x0,x1,x2,fitness-0.5,fitness0,fitness-2,fitness-3.5,fitness-3,fitness-1.5,fitness-2.5,fitness-1,fitness0.5,fitness1,fitness5,fitness4,fitness4.5,fitness3.5,fitness3,fitness2
169666,5,-1.05004,4.76865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5377.674,NA,NA,NA,NA,NA
169925,4.79835,-0.850476,4.98763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17033.566,NA,NA,NA,NA,NA
170090,5,-0.759033,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12797.192,NA,NA,NA,NA,NA
170365,5,0.495862,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2196.698,NA,NA,NA,NA,NA
170438,5,0.255702,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2950.438,NA,NA,NA,NA,NA
170670,4.55394,-0.748495,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2754.571,NA,NA,NA,NA,NA
170815,5,-0.883944,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11982.429,NA,NA,NA,NA,NA
171056,4.77677,-0.529378,4.66142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3757.277,NA,NA,NA,NA,NA
171347,5,-1.1831,4.40524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615.194,NA,NA,NA,NA,NA
171446,5,-0.720332,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16060.982,NA,NA,NA,NA,NA
171720,4.85324,-0.756584,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17012.458,NA,NA,NA,NA,NA
171834,5,-0.611891,4.98616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8645.51,NA,NA,NA,NA,NA
172122,5,-1.92458,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4835.44,NA,NA,NA,NA,NA
172285,3.82659,-0.920647,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3761.655,NA,NA,NA,NA,NA
172397,4.63762,-0.7259,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10778.838,NA,NA,NA,NA,NA
172760,5,-0.605106,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7831.247,NA,NA,NA,NA,NA
172934,5,-0.917438,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10971.844,NA,NA,NA,NA,NA
173036,5,0.020972,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133.74,NA,NA,NA
173294,5,-0.695575,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15228.588,NA,NA,NA,NA,NA
173520,5,-0.871401,4.82395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18311.988,NA,NA,NA
173589,5,-0.604063,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9378.693,NA,NA,NA,NA,NA
173890,5,-0.568684,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6007.116,NA,NA,NA,NA,NA
174173,5,-1.06092,4.75016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4377.556,NA,NA,NA,NA,NA
174295,5,-1.07404,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001.906,NA,NA,NA,NA,NA
174481,5,-0.748335,4.68164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11106.895,NA,NA,NA,NA,NA
174699,5,-0.913382,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11216.379,NA,NA,NA,NA,NA
174948,5,-2.07696,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5082.671,NA,NA,NA,NA,NA
175015,5,-1.71654,4.1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707.107,NA,NA,NA,NA,NA
175226,4.81934,0.26303,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4613.437,NA,NA,NA,NA,NA
175532,5,-1.88485,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588.79,NA,NA,NA
175655,4.80417,-2.14209,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5044.814,NA,NA,NA,NA,NA
175958,4.6813,-2.07057,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4526.041,NA,NA,NA,NA,NA
176001,5,-1.9888,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5518.243,NA,NA,NA,NA,NA
176228,5,-1.87237,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3644.719,NA,NA,NA,NA,NA
176491,5,-0.569883,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6069.354,NA,NA,NA,NA,NA
176732,4.42154,-0.374234,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484.251,NA,NA,NA,NA,NA
176909,5,-0.771992,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12934.729,NA,NA,NA,NA,NA
177050,5,-1.92453,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4834.567,NA,NA,NA,NA,NA
177301,5,-0.800982,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13057.94,NA,NA,NA,NA,NA
177463,4.64691,-0.824615,4.86907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12246.572,NA,NA,NA,NA,NA
177781,5,-0.928233,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10581.393,NA,NA,NA,NA,NA
177840,5,-0.819408,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13001.605,NA,NA,NA,NA,NA
178062,5,-0.936441,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10264.56,NA,NA,NA,NA,NA
178294,5,-0.565215,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5826.37,NA,NA,NA,NA,NA
178520,4.97122,-0.809071,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9055.3,NA,NA,NA
178785,4.82291,-0.742693,4.73688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18223.993,NA,NA,NA,NA,NA
178893,5,-0.813662,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8815.272,NA,NA,NA
179031,4.75336,-0.995756,4.96007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615.952,NA,NA,NA
179364,5,-0.890208,4.81526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15399.41,NA,NA,NA,NA,NA
179587,4.901,-0.898589,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18923.864,NA,NA,NA,NA,NA
179638,4.46142,-0.740413,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628.111,NA,NA,NA
179923,4.8465,-0.669781,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14075.869,NA,NA,NA,NA,NA
179989,5,-2.05544,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7086.071,NA,NA,NA,NA,NA
180376,5,-0.863609,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12439.338,NA,NA,NA,NA,NA
180505,5,-1.61775,4.26899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4689.224,NA,NA,NA,NA,NA
180611,5,-0.754602,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12738.704,NA,NA,NA,NA,NA
180890,5,-0.865365,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12404.716,NA,NA,NA,NA,NA
181181,5,-1.02837,4.9329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096.413,NA,NA,NA,NA,NA
181356,5,-0.803424,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13056.519,NA,NA,NA,NA,NA
181506,5,-1.03244,4.99623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7109.258,NA,NA,NA,NA,NA
181669,4.84811,-1.19416,4.23013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700.922,NA,NA,NA,NA,NA
181811,4.24141,-1.36072,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6865.246,NA,NA,NA,NA,NA
182010,5,-0.496377,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829.163,NA,NA,NA,NA,NA
182336,5,-0.792024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4805.878,NA,NA,NA,NA
182543,4.93564,-1.25449,4.91761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3590.251,NA,NA,NA,NA
182746,5,-0.976695,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8480.975,NA,NA,NA,NA,NA
182848,5,-0.865674,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12398.529,NA,NA,NA,NA,NA
183056,4.98252,-2.97291,4.7999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4394.575,NA,NA,NA,NA,NA
183349,4.8426,-1.94647,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6867.393,NA,NA,NA,NA,NA
183519,5,-0.618079,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8440.235,NA,NA,NA,NA,NA
183663,5,-0.587337,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6959.92,NA,NA,NA,NA,NA
183896,5,-2.15494,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3632.838,NA,NA,NA,NA,NA
184188,5,-1.06298,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3678.667,NA,NA,NA,NA,NA
184301,3.75343,-0.823631,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6030.507,NA,NA,NA,NA,NA
184422,5,-2.14209,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3923.276,NA,NA,NA,NA,NA
184698,4.34836,-1.22229,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3378.153,NA,NA,NA,NA,NA
184920,4.09025,-1.3967,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4684.856,NA,NA,NA,NA,NA
185020,4.76117,-0.907409,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13396.824,NA,NA,NA,NA,NA
185269,4.58999,-0.827398,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5311.329,NA,NA,NA,NA,NA
185475,3.74575,-0.812618,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4766.6,NA,NA,NA,NA,NA
185638,4.14628,-1.45634,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5315.076,NA,NA,NA,NA,NA
185844,5,-1.98326,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5493.896,NA,NA,NA,NA,NA
186076,5,-1.05681,4.7877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5079.257,NA,NA,NA,NA,NA
186359,5,-0.798026,4.83251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17265.641,NA,NA,NA,NA,NA
186544,5,0.45155,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2447.803,NA,NA,NA,NA,NA
186757,4.32117,-1.66138,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4123.892,NA,NA,NA,NA,NA
186922,5,-1.25747,4.15962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766.636,NA,NA,NA,NA,NA
187020,5,-0.737576,3.75818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4609.304,NA,NA,NA,NA,NA
187227,5,-0.708895,4.65136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8643.664,NA,NA,NA,NA,NA
187523,5,0.262088,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030.419,NA,NA,NA,NA,NA
187644,4.86292,-0.294169,4.21825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200.885,NA,NA,NA,NA,NA
187960,4.59023,-0.781486,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5352.24,NA,NA,NA,NA,NA
187991,5,-1.02548,4.96548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6718.762,NA,NA,NA,NA,NA
188288,4.85964,-0.66546,4.85116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18502.802,NA,NA,NA,NA,NA
188409,5,-0.800387,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4145.961,NA,NA
188690,5,-0.749049,4.75115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19189.121,NA,NA,NA,NA,NA
188979,5,-0.780934,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000.138,NA,NA,NA,NA,NA
189017,5,-0.778429,4.90136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16900.33,NA,NA,NA,NA,NA
189311,4.81026,0.469587,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2776.169,NA,NA,NA,NA,NA
189431,5,-0.793272,4.71829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13520.891,NA,NA,NA,NA,NA
189651,5,-1.02126,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6131.209,NA,NA,NA,NA,NA
189946,5,-1.095,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2229.909,NA,NA,NA,NA,NA
190098,4.93108,-0.839533,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15942.114,NA,NA,NA,NA,NA
190202,5,-1.31307,4.33139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7665.241,NA,NA,NA,NA,NA
190395,3.74073,-0.749668,4.94506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5550.009,NA,NA,NA,NA,NA
190625,5,-0.923849,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10743.611,NA,NA,NA,NA,NA
190980,4.65432,-0.856509,4.66748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7616.52,NA,NA,NA,NA,NA
191063,5,-0.69581,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11437.999,NA,NA,NA,NA,NA
191331,5,-1.00905,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6807.937,NA,NA,NA,NA,NA
191518,4.60948,-0.928163,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5445.87,NA,NA,NA,NA,NA
191708,5,-0.65869,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10162.661,NA,NA,NA,NA,NA
191798,5,-1.97425,4.88647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7178.937,NA,NA,NA,NA,NA
192050,5,-0.569006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7979.874,NA,NA,NA,NA,NA
192235,5,-0.976922,3.70874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2867.811,NA,NA,NA,NA,NA
192446,5,-1.62474,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377.759,NA,NA,NA,NA
192706,5,-0.984789,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8080.459,NA,NA,NA,NA,NA
192859,4.95186,-0.662986,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12243.325,NA,NA,NA,NA,NA
193151,5,-0.752064,4.8474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16909.501,NA,NA,NA,NA,NA
193295,5,-0.919458,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8423.97,NA,NA,NA
193558,5,-0.859737,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12443.922,NA,NA,NA
193715,4.93212,-0.772763,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16059.898,NA,NA,NA,NA,NA
193952,4.77082,-0.756252,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18029.021,NA,NA,NA,NA,NA
194044,4.09354,-1.308,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067.389,NA,NA,NA,NA,NA
194252,5,-1.23981,4.67955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2175.089,NA,NA,NA
194469,5,-2.06676,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5206.852,NA,NA,NA,NA,NA
194686,5,-1.04167,4.83494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6561.515,NA,NA,NA,NA,NA
194915,5,-0.705303,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11711.025,NA,NA,NA,NA,NA
195157,5,-0.869272,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12324.381,NA,NA,NA,NA,NA
195374,5,-0.968839,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8857.117,NA,NA,NA,NA,NA
195517,5,-0.875251,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12192.666,NA,NA,NA,NA,NA
195784,5,-1.0331,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5455.085,NA,NA,NA,NA,NA
195888,5,-0.839975,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12814.544,NA,NA,NA,NA,NA
196132,5,-1.97373,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5042.83,NA,NA,NA
196217,4.94126,-0.843366,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15541.684,NA,NA,NA,NA,NA
196576,5,-1.52653,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822.658,NA,NA,NA,NA
196656,5,-0.110223,4.38544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4510.774,NA,NA,NA,NA,NA
196905,4.54433,-0.538544,4.94033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188.852,NA,NA,NA,NA,NA
197007,5,-0.731196,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12335.173,NA,NA,NA,NA,NA
197294,5,-1.01144,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7114.805,NA,NA,NA,NA,NA
197459,5,-2.00102,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5549.252,NA,NA,NA,NA,NA
197784,5,-1.02913,4.92258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7768.688,NA,NA,NA
197895,5,-1.92823,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4281.45,NA,NA,NA
198010,5,-1.48867,3.42261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625.152,NA,NA,NA,NA,NA
198330,5,-0.798429,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13057.455,NA,NA,NA,NA,NA
198587,4.94771,-0.728532,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14714.827,NA,NA,NA,NA,NA
198763,5,-0.821275,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12990.025,NA,NA,NA,NA,NA
198823,5,-0.787287,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13031.814,NA,NA,NA,NA,NA
198994,5,-1.84932,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2951.153,NA,NA,NA,NA,NA
199274,5,-0.675312,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10772.871,NA,NA,NA,NA,NA
199494,5,-2.09364,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4843.086,NA,NA,NA,NA,NA
199690,4.94227,-0.878489,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11985.278,NA,NA,NA
199986,4.35063,0.940319,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449.107,NA,NA,NA,NA,NA
