id,x0,x1,x2,fitness1,fitness0.5,fitness2,fitness1.5,fitness3.5,fitness3,fitness4,fitness5,fitness5.5,fitness6.5,fitness8,fitness7,fitness9.5,fitness7.5,fitness4.5,fitness8.5,fitness10,fitness6,fitness9,fitness2.5
139670,8.82211,7.88088,2.56719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412,NA,NA,NA,NA
139917,9.58266,7.14466,2.30208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382,NA,NA,NA,NA
140129,10.2438,6.39963,3.64827,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140367,9.22569,6.88887,3.74662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA
140542,7.97781,8.23144,3.94704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA,NA
140792,7.57349,7.34078,5.04496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,NA
140984,7.1867,8.49647,6.25375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,NA,NA,NA,NA,NA,NA,NA,NA
141109,6.98645,8.22819,7.86165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA
141284,7.18917,7.50593,8.55513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
141448,8.56705,6.52516,7.59961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA
141743,7.76786,7.76958,7.71064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
141897,8.23959,9.43426,6.88599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA
142005,8.49756,8.86213,5.74773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA
142228,7.97059,9.59714,6.03003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA
142518,8.59885,9.39052,5.63878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA
142774,9.56099,8.58754,4.43118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA
142970,9.03482,7.65901,4.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA
143062,7.37079,8.04811,3.39406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,NA
143358,7.90995,6.96979,2.77738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA
143503,7.49455,7.37378,1.90729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645,NA,NA,NA,NA
143794,7.34856,8.3112,0.261225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
143922,6.72638,7.69771,1.52063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261,NA,NA,NA,NA
144163,7.21296,5.91049,2.00633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
144272,7.32976,7.55035,3.65858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503,NA
144413,6.22705,8.48209,2.00289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,NA
144721,7.32222,6.77469,1.51053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217,NA,NA,NA,NA
144830,7.33224,6.13853,3.54178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA
145083,7.65669,6.32127,4.52547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA
145212,7.783,7.69728,3.53115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA
145473,8.00495,8.08446,3.88383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA
145738,7.18667,9.04878,4.28278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA,NA
145872,7.5842,8.7088,5.85104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,NA,NA,NA,NA
146155,9.1172,7.77936,4.97353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA
146203,9.46904,7.63321,7.03836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,NA
146592,9.95568,8.27195,7.9876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA
146612,9.01446,9.79377,8.64236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA
146810,9.21522,9.53067,8.43057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA
147162,8.40839,10.0202,8.73897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA
147299,7.87456,8.02775,7.77013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715,NA
147544,8.19252,8.34684,5.53141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA,NA
147627,8.06069,8.39054,6.80642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA
147851,9.50647,6.9983,8.00977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA
148165,8.41509,7.59552,7.85734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA
148268,7.06688,8.12933,8.80048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA
148485,8.56642,8.1763,8.98673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213,NA,NA
148789,7.44057,9.7603,7.60294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
148933,7.49876,9.05094,7.66418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393,NA,NA,NA,NA,NA,NA,NA
149046,8.14453,9.11821,5.65907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA
149370,7.32664,8.1929,6.53609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA
149481,7.41609,8.90261,7.08307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA
149674,7.80665,9.85637,7.15395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA
149969,6.41717,9.34124,7.72735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA
150096,5.86079,9.10262,8.69739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,NA,NA,NA,NA
150370,7.54195,8.64532,6.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA
150432,6.46979,9.79333,8.96772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.056,NA,NA,NA,NA,NA,NA,NA,NA
150627,8.02763,8.14279,8.95916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA
150932,6.94258,6.923,8.52612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA
151138,6.39976,7.10874,7.29079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA
151213,6.67728,8.90741,7.36692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA
151561,6.28825,7.92636,6.98282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA
151693,6.7662,7.88429,6.96368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA
151892,7.869,8.74829,7.39284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638,NA,NA,NA,NA
152094,6.91406,8.98253,8.21357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA
152367,7.8474,7.8081,8.88264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA
152440,7.69291,7.70352,9.50633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454,NA,NA,NA,NA,NA,NA,NA,NA
152742,7.69457,7.0961,9.36006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,NA,NA
152895,7.80999,6.94329,8.55183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA
153147,7.18739,7.26738,8.63274,NA,NA,NA,NA,NA,NA,NA,NA,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153373,6.45678,7.21682,8.00585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,NA,NA
153499,8.31534,7.67752,7.3869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498,NA,NA
153674,7.96542,8.58279,8.11214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA
153984,7.4972,7.74646,8.70022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA
154043,7.40415,7.89929,9.25678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA
154299,6.62086,8.47278,8.44703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,NA,NA,NA,NA
154473,6.80081,8.51609,9.15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA
154716,6.32168,8.44801,8.81063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281,NA,NA,NA,NA,NA,NA,NA,NA
154877,6.55793,9.04671,8.95142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088,NA,NA,NA,NA,NA,NA,NA,NA
155159,5.23137,8.43794,8.33325,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155275,5.1546,9.36235,8.01495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA
155563,6.80397,9.32646,7.91784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,NA,NA,NA,NA
155783,5.68448,8.34928,8.05555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA
155894,6.25168,6.73746,8.60185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA
156068,6.41018,7.49228,8.93876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA
156287,7.35503,7.38633,9.01393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA
156460,7.46754,6.61277,8.49353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA
156734,7.85353,5.38621,9.27489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA
156875,9.007,4.57079,9.04368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA
157180,8.19676,6.5843,10.1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA
157382,8.16005,6.34585,10.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA
157500,6.65666,7.32899,10.1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA,NA,NA,NA,NA,NA
157706,6.48718,7.53486,9.43687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337,NA,NA,NA,NA,NA,NA
157818,7.40258,6.90794,10.1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA
158062,8.70709,6.95994,8.44038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
158204,7.70473,7.44001,8.13406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA
158525,7.37286,8.11391,7.40723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA
158779,7.14483,7.97559,9.11679,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158814,7.34646,7.14443,9.32849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
159147,8.61923,5.27695,7.44161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA
159249,8.68017,5.17865,8.15655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.054,NA,NA
159532,9.77822,4.3852,8.34373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA
159667,9.53065,3.82954,9.3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
159934,8.52163,4.71346,7.84935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA
160015,7.39861,5.16913,8.71661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,NA,NA,NA,NA
160351,6.60433,4.11826,8.45954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554,NA,NA,NA,NA
160524,6.49876,2.45881,8.71739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA
160631,4.85954,4.00029,8.73541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,NA
160860,4.31187,4.45376,8.62501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,NA,NA,NA,NA,NA,NA,NA
161015,4.43403,3.96101,7.96792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA
161267,3.8728,4.4451,7.71447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476,NA,NA
161471,4.47499,4.41716,7.7863,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161715,4.68571,7.05896,8.79978,NA,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161962,5.93802,7.71674,7.53529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472,NA,NA,NA,NA,NA
162095,6.35196,7.01292,7.64418,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162226,7.01153,6.20823,7.56031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA
162451,8.50534,6.90643,7.68723,NA,NA,NA,NA,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162628,8.86647,9.00926,7.39014,NA,NA,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162981,8.72786,9.68004,8.08407,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163168,7.67536,9.91614,8.16454,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163315,7.60572,8.69845,10.2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307,NA,NA,NA,NA,NA
163423,7.95651,8.35003,9.80849,NA,NA,NA,NA,NA,NA,NA,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163637,8.22693,7.18098,8.58911,NA,NA,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163912,7.60274,8.22971,8.37095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA
164149,7.98416,8.11445,8.20936,NA,NA,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164237,7.40666,8.58033,8.1673,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164446,7.87878,8.01585,7.61137,NA,NA,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164678,7.03416,7.87545,7.49129,NA,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164949,7.96944,8.2593,7.70157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893
165107,9.27244,9.43839,7.70256,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165304,10.2123,9.55506,6.69789,NA,NA,NA,-0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165420,9.84581,8.58828,7.96361,NA,0.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165686,9.57741,8.7318,7.43376,NA,NA,NA,-0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165917,8.72618,10.0084,6.84922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
166118,8.41015,9.14126,7.68377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614
166236,6.66218,6.90755,6.5516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313
166534,7.34497,7.40528,5.53407,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166787,7.12131,8.2204,4.91252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA
166839,7.49231,8.39089,7.25844,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167079,7.6824,7.98939,7.18712,NA,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167226,6.2127,9.00248,7.09066,NA,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167436,8.87989,6.85777,7.51941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61
167613,9.68436,7.08069,7.30399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445
167803,9.71515,7.55128,9.66828,NA,NA,NA,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168170,9.43799,8.41429,9.60796,NA,-0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168345,9.53882,8.02488,9.63612,NA,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168562,8.59267,8.08775,8.55584,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168679,7.631,8.14599,8.17567,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168875,6.59692,7.0381,9.67226,NA,NA,NA,NA,NA,NA,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169009,6.75725,6.61202,9.83486,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169320,6.50542,6.7019,8.14911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259
169593,8.01184,7.29744,7.10115,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169681,6.86588,7.01194,8.51503,NA,NA,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169813,7.34677,6.93447,8.17704,NA,NA,NA,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170032,7.64987,7.56862,8.22656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA
170201,8.75203,8.51706,7.34512,NA,NA,NA,NA,NA,NA,NA,NA,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170436,7.85205,9.09521,6.66255,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170778,8.4301,9.19646,6.47682,NA,NA,NA,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170880,8.0021,8.95318,7.11723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA
171163,6.8029,9.71664,8.17393,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171317,8.61796,10.0729,8.11053,NA,NA,NA,NA,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171566,10.2486,9.94142,6.97853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.222,NA,NA,NA,NA,NA
171723,8.63566,8.80172,7.24053,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171874,8.85293,8.80813,8.1738,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172078,8.92835,8.20606,8.74547,NA,NA,NA,NA,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172394,8.16572,8.83699,8.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,NA,NA,NA,NA,NA
172578,8.63668,8.61621,9.16936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204,NA,NA,NA,NA,NA
172648,8.26157,8.48656,8.78817,NA,NA,NA,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172931,7.82264,7.47927,8.09555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA
173107,7.79516,7.04,9.05792,NA,NA,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173344,9.27303,8.03003,8.10112,NA,NA,NA,NA,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173546,8.59405,8.30052,9.28758,NA,NA,NA,NA,NA,NA,NA,NA,-0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173687,8.01269,7.68286,9.50595,NA,NA,NA,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173903,8.63543,7.64969,8.95401,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174137,8.16383,7.06367,8.68332,NA,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174389,8.74797,7.83691,8.21524,NA,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174490,8.14326,8.86991,8.11433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581,NA,NA,NA,NA,NA
