id,x0,x1,x2,fitness5.5,fitness4.5,fitness4,fitness5,fitness7,fitness8.5,fitness8,fitness9,fitness7.5,fitness6.5,fitness6,fitness9.5,fitness10
191330,7.95092,7.15292,8.21825,NA,NA,NA,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA
191421,8.37369,6.9094,6.36018,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA
191730,7.31147,8.07254,5.72287,NA,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA
191940,7.80768,7.44361,8.12075,NA,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA
192097,8.41358,7.11091,7.49163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA
192328,8.49069,7.21481,8.46152,NA,NA,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA
192409,7.61351,8.68517,7.26578,NA,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA
192796,7.37452,8.40828,6.77076,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA
192977,7.64828,8.1265,6.37734,NA,NA,NA,NA,NA,NA,NA,NA,0.621,NA,NA,NA,NA
193010,7.27586,8.43734,7.19181,NA,NA,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA
193238,7.34054,6.66417,6.79992,NA,NA,NA,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA
193510,8.16586,8.72621,7.79072,NA,NA,NA,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA
193718,7.32882,7.31806,9.34123,NA,NA,NA,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA
193980,7.10611,6.45704,7.6656,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA
194177,7.74743,7.42157,7.50385,NA,NA,NA,NA,NA,NA,0.973,NA,NA,NA,NA,NA,NA
194201,8.18994,7.43635,8.30419,NA,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA
194495,8.77365,7.02822,8.5594,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA
194687,7.8266,6.93276,7.15973,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA
194858,7.22639,7.5358,6.55959,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA
195029,8.26457,7.31878,7.06939,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA
195375,8.36141,7.19899,7.56809,NA,NA,NA,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA
195499,7.83625,8.31806,6.75271,NA,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA
195711,5.68756,7.85627,7.95785,NA,NA,NA,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA
195945,8.21934,7.22546,7.78684,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA
196050,6.61158,8.14712,7.58175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA
196319,7.33326,8.77777,7.75377,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA
196452,8.20364,8.38763,7.23296,NA,NA,NA,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA
196707,7.24131,7.93302,7.15786,NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA
196818,7.34,7.62354,6.45231,NA,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA
197135,6.96314,8.53598,8.12092,NA,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA
197288,7.22395,8.69414,7.7131,NA,NA,NA,NA,0.724,NA,NA,NA,NA,NA,NA,NA,NA
197418,7.0319,7.44981,8.85584,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA
197647,8.39008,7.79497,6.58556,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA
197912,7.80891,7.64946,7.23867,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA
198001,6.80932,7.47237,7.0995,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA
198283,8.34651,6.13356,7.08761,NA,NA,NA,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA
198572,8.25623,6.05961,7.33438,NA,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA,NA,NA
198750,8.39793,4.79013,8.82221,NA,NA,NA,NA,NA,NA,0.455,NA,NA,NA,NA,NA,NA
198918,9.17575,4.07347,7.86646,NA,NA,NA,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA
199015,6.88185,4.66703,7.3315,NA,NA,NA,NA,NA,0.554,NA,NA,NA,NA,NA,NA,NA
199262,7.11679,5.88713,7.0424,NA,NA,NA,NA,NA,NA,0.326,NA,NA,NA,NA,NA,NA
199469,6.27554,4.6119,8.22405,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA
199770,8.80664,4.81403,7.4481,NA,NA,NA,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA
200000,8.00936,5.94266,6.39507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.235
