id,x0,x1,x2,fitness7.5,fitness6,fitness7,fitness9.5,fitness8,fitness6.5,fitness9,fitness8.5,fitness4,fitness4.5,fitness2.5,fitness3.5,fitness3,fitness5,fitness10,fitness10.5,fitness5.5,fitness0.5,fitness1.5
145363,7.92379,7.3194,7.69982,NA,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145585,7.76708,6.60552,6.82609,NA,NA,NA,NA,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145672,7.01204,6.5336,5.60692,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145916,7.76642,6.66882,6.70908,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146069,8.02165,6.51465,8.25872,NA,NA,NA,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146249,7.36754,5.94356,7.30746,NA,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146565,8.30361,6.13602,8.36247,NA,NA,NA,NA,NA,NA,NA,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146770,8.25896,6.55586,7.26753,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146993,8.12852,7.06399,7.8746,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147019,7.89663,7.89622,7.56239,NA,NA,NA,NA,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147257,8.81592,8.75269,8.74872,NA,NA,NA,NA,0.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147541,10.1233,7.97591,7.83417,NA,NA,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147662,9.80817,7.35603,9.39408,NA,NA,NA,NA,NA,NA,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147891,10.5,8.38153,7.78943,NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148134,10.5,7.37421,10.0256,NA,NA,NA,NA,-0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148394,9.78792,8.15864,9.09284,NA,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148493,9.06659,6.56178,7.58308,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148627,8.20198,8.2547,5.65919,NA,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148985,8.57043,8.47961,5.20168,NA,NA,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149040,9.04872,7.56657,7.76548,NA,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149317,8.58565,8.12217,7.2471,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149567,7.43516,7.10222,7.1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA
149633,7.18213,7.02209,7.0948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354,NA,NA,NA,NA,NA
149896,6.78858,7.624,7.79754,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150040,7.99348,7.81851,7.3882,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA
150354,8.8601,7.22822,7.14266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA
150453,8.57532,7.82286,7.61094,NA,NA,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150647,7.86323,8.67603,8.7062,NA,NA,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150907,8.04085,7.96919,9.52637,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
151090,8.10538,7.64545,8.27527,NA,NA,NA,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151201,9.26452,7.6145,8.80912,NA,NA,NA,NA,NA,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151484,7.61773,8.33053,8.35821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA
151660,7.66508,6.96571,7.24207,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151848,7.72554,9.17998,6.92607,NA,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152123,8.29114,9.3007,6.74252,NA,-0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152320,8.70298,8.63577,6.90238,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152540,9.11951,8.96081,7.68369,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152709,10.0392,9.65617,8.19876,NA,NA,-0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152878,9.93042,9.36208,8.23338,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153053,7.96991,9.02272,7.75494,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153382,9.0085,8.19184,7.35464,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153436,9.28547,7.22171,7.18485,NA,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153649,7.77865,6.55214,7.36997,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153945,8.47952,6.85849,7.24314,NA,NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154127,8.74406,6.27217,7.66478,NA,NA,NA,NA,NA,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154290,6.68578,4.32504,7.33892,NA,NA,NA,NA,NA,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154457,6.74197,3.94144,7.32125,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154621,7.82699,4.03674,6.84513,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154845,6.78183,3.67823,7.03611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,NA
155109,6.33604,3.45354,7.5182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA
155353,6.63533,3.58547,7.65418,NA,NA,NA,NA,NA,NA,NA,NA,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155406,8.26956,3.86696,7.81171,NA,NA,NA,NA,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155711,7.99649,4.61814,6.86564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,NA,NA,NA,NA,NA
155815,8.63665,4.12673,8.05509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533,NA,NA,NA,NA,NA
156149,7.59292,4.29205,8.60762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,NA,NA
156329,7.70016,4.25494,7.91122,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA
156401,8.17678,4.71184,8.42055,NA,NA,NA,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156798,7.41526,3.72681,7.58162,NA,NA,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156971,8.06164,3.78269,8.23346,NA,NA,NA,NA,NA,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157030,7.87574,3.0674,8.98533,NA,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157234,7.33383,2.12952,7.86548,NA,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157411,6.62696,3.21676,8.53855,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157766,6.99715,2.00868,6.71326,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157991,8.05274,4.05444,6.92638,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158052,9.3287,3.17171,8.27495,NA,NA,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158344,9.55081,4.69199,8.61268,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158552,9.1444,6.13882,8.38834,NA,NA,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158638,9.91343,7.12247,7.56078,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158992,7.94086,6.94452,6.72837,NA,NA,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159040,7.89312,8.31093,6.74864,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159231,8.81594,6.59902,7.67238,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159459,8.69378,8.14111,9.43185,NA,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159743,9.20398,7.96267,9.68754,NA,NA,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159908,10.0513,7.52073,7.59727,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160170,8.98544,8.70733,8.05216,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160379,9.34687,7.92518,7.0567,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160549,7.64708,7.83772,8.12797,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160644,7.54889,9.02859,8.67022,NA,NA,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160990,9.02151,7.09489,7.79081,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161046,10.2905,7.54265,8.84819,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161246,10.1678,8.7108,7.8135,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161473,10.5,8.28212,7.97084,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161791,9.90754,8.53629,7.70644,NA,NA,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161997,8.71471,8.54602,8.26778,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162174,7.64715,7.91176,8.28701,NA,NA,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162395,7.92665,7.33254,6.92743,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162477,8.66693,6.90321,8.21649,NA,NA,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162662,8.7507,8.68159,8.83672,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162943,8.07663,9.32758,9.25984,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163192,8.17263,9.8285,6.94776,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163254,9.16839,9.04997,7.75795,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163566,8.38032,8.5573,8.74753,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163788,8.38164,7.08564,8.76732,NA,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163906,9.14242,8.06674,8.17218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158,NA,NA,NA
164009,7.47149,7.62187,7.42655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA
164375,7.91011,8.25899,8.22369,NA,NA,NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164546,7.917,5.98517,8.01085,NA,NA,NA,NA,NA,NA,NA,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164750,8.28486,7.66125,7.91848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,NA,NA,NA,NA
164924,8.57349,8.0085,8.03904,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165033,8.62858,7.62378,8.10886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369,NA,NA,NA,NA
165263,8.0853,7.68768,7.6424,NA,NA,NA,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165544,7.9552,7.74561,8.53109,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165607,7.60324,5.69317,7.97032,NA,NA,NA,NA,0.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165907,6.95752,7.41205,8.27254,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166078,6.52623,7.02261,9.34524,NA,NA,NA,NA,NA,NA,NA,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166389,7.946,8.3051,9.09857,NA,NA,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166561,7.43984,8.82608,9.70481,NA,NA,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166686,7.59138,7.96955,8.36269,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166966,7.20285,8.63625,7.02884,NA,NA,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167095,6.78207,6.58692,7.89003,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167204,5.87759,7.60146,8.2283,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167499,5.02352,7.46636,8.38229,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167606,6.83693,6.23595,8.25208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.095,NA,NA
167985,7.29754,7.48897,7.61992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA
168172,7.50337,6.19161,7.23914,NA,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168205,7.72604,6.44178,7.66165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA
168417,6.52516,6.30153,7.60457,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA
168767,7.5527,7.38525,8.51295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA
168978,7.25267,7.62,9.10713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179,NA,NA
169057,7.17632,7.90177,8.50471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,NA,NA,NA,NA,NA
169392,8.37486,7.35163,8.37497,NA,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169509,7.5306,5.49909,8.10112,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169620,8.08323,6.95702,7.39224,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169948,6.98969,7.82204,7.56616,NA,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170114,7.17534,8.34323,7.52773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,NA,NA,NA,NA,NA
170253,8.15667,9.04596,6.85977,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
170464,9.02538,7.95246,9.1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,NA
170761,10.1006,7.13433,8.30576,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA
170897,9.14951,7.56923,7.3305,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
171023,7.20512,8.54482,6.47208,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA
171260,7.28932,7.09368,7.67435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA
171574,7.29738,7.68923,8.02813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA
171751,7.71783,7.67549,8.09751,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA,NA,NA
171920,7.91601,8.42563,8.58593,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA
172163,7.8232,8.62864,8.02593,NA,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172393,7.54931,7.72335,7.13867,NA,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172433,8.5113,6.84397,7.65408,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172629,8.3573,7.15191,6.97394,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172874,8.66062,7.76616,7.20065,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173063,8.47623,8.26356,7.69723,NA,NA,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173203,7.81821,7.29405,9.90153,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173493,7.63805,7.31414,10.2293,NA,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173672,8.13169,7.66371,10.5,NA,NA,NA,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173882,7.06826,8.35897,7.95487,NA,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174061,7.17763,6.96356,7.76826,NA,NA,NA,NA,NA,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174283,6.48742,7.43712,8.61157,NA,NA,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174434,5.91995,8.59927,8.26254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15,NA,NA,NA,NA
174793,6.25245,8.38692,7.40714,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174898,6.55497,9.30246,7.02354,NA,NA,NA,-0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175125,7.08027,7.88917,7.26308,NA,NA,NA,NA,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175201,5.03147,7.15269,8.46858,NA,NA,NA,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175435,3.68476,7.95531,9.48954,NA,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175634,4.60608,7.8529,7.11964,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175810,4.14494,7.74145,6.97217,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176056,3.70273,8.11811,7.59273,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176372,4.69968,7.23629,8.04483,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176486,5.11904,6.66922,7.94042,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176643,5.82152,7.99399,7.7799,NA,NA,NA,NA,NA,NA,NA,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176905,6.32876,7.85119,8.74051,NA,NA,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177155,7.13441,8.11693,8.74709,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177302,7.04945,7.76615,9.65473,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177550,7.97959,7.98816,10.5,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177793,6.63216,8.46353,10.4434,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177874,6.42354,8.43459,10.5,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178048,6.74706,8.73569,10.4594,NA,-0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178318,8.88957,8.05044,9.65427,NA,NA,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178574,7.44535,8.28584,8.73358,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178649,5.12243,9.4721,7.96699,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178976,3.9013,8.59056,8.31673,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179158,2.60522,8.69982,8.41801,NA,NA,NA,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179282,2.82201,8.28445,8.30739,NA,NA,NA,NA,NA,NA,NA,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179584,4.06081,8.11217,6.62716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265,NA,NA,NA,NA
179728,4.97807,8.05752,7.08928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA
179855,5.20775,7.89871,7.12244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009,NA,NA,NA
180090,6.94974,8.92873,6.82992,NA,NA,NA,NA,NA,NA,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180220,7.17979,7.79307,8.18039,NA,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180498,8.24158,6.74496,8.4358,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180625,8.01856,7.22218,6.11711,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180822,8.63643,5.79149,7.96507,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181037,7.39545,5.7841,7.45111,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181216,6.90719,7.46558,8.79923,NA,NA,NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181598,8.4267,7.46834,7.75446,NA,NA,NA,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
