id,x0,x1,x2,fitness-1,fitness0.5,fitness2.5,fitness3.5,fitness3,fitness4,fitness5,fitness4.5,fitness1.5,fitness2,fitness1,fitness-0.5,fitness-2,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-1.5,fitness0,fitness-2.5,fitness-3
138551,4.26977,5,3.77482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.832,NA
138619,4.4175,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4333.316,NA,NA,NA
138872,4.53153,4.66438,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.406,NA,NA,NA,NA,NA,NA,NA,NA
138989,5,5,4.60022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2533.44,NA,NA,NA,NA,NA,NA,NA,NA
139314,5,4.33359,4.8385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.204,NA,NA,NA,NA,NA,NA,NA
139400,3.27606,4.94198,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5108.105,NA,NA,NA
139656,2.91148,5,3.60252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.999,NA,NA,NA,NA,NA,NA,NA,NA,NA
139823,2.59187,5,2.71355,180.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140000,3.41063,5,3.42508,437.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140190,4.39677,5,4.29076,2027.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140418,5,4.2179,4.74708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.913,NA,NA
140581,4.7082,3.71767,5,NA,1194.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140901,5,3.7921,5,NA,421.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141049,5,5,4.42917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320.69,NA,NA
141314,4.42695,5,3.87083,NA,304.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141450,5,5,3.66096,NA,425.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141682,4.4013,4.9944,2.45578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.107,NA,NA,NA,NA,NA,NA,NA,NA
141927,4.17071,5,2.38775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.221,NA,NA,NA,NA,NA,NA,NA,NA
142153,5,4.13894,2.57662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.415,NA,NA,NA
142222,3.55189,5,2.34593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.85,NA,NA,NA
142537,4.27461,5,2.5144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.011,NA,NA,NA,NA,NA,NA,NA,NA
142761,5,4.56429,4.11214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.619,NA,NA,NA,NA,NA,NA,NA
142916,5,5,4.87367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3005.546
143071,4.29784,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.899,NA,NA,NA,NA,NA,NA,NA
143217,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4311.153,NA,NA,NA,NA,NA,NA,NA,NA
143486,4.72117,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.67,NA
143672,4.09888,4.10888,4.8041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.83
143952,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1780.074,NA,NA,NA,NA,NA
143964,4.41369,5,3.82185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.939,NA,NA,NA,NA
144278,5,4.2387,4.01898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.364,NA,NA,NA,NA,NA,NA
144398,4.61892,5,4.99437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481.303,NA,NA,NA,NA,NA,NA
144757,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1802.725,NA,NA,NA,NA,NA,NA
144894,4.90206,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3152.477,NA,NA,NA,NA,NA
144995,5,4.54069,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.854,NA,NA,NA,NA,NA,NA,NA
145289,4.06716,4.8466,4.84385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.628,NA,NA,NA,NA
145539,4.03429,5,4.44415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.485,NA,NA,NA,NA,NA
145714,2.83251,5,3.82552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.239
145955,4.32565,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.36,NA,NA,NA,NA,NA,NA,NA
146012,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320.101,NA,NA,NA,NA,NA,NA,NA,NA
146270,5,5,3.77945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797.367,NA,NA,NA,NA,NA
146513,4.95845,5,4.13994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.999,NA,NA,NA,NA
146582,4.76734,5,4.75956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3631.519,NA,NA,NA,NA,NA,NA
146894,4.69685,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2422.781,NA,NA,NA,NA,NA,NA
147058,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA
147177,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2066.64,NA,NA,NA,NA,NA,NA
147357,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2446.013,NA,NA,NA,NA,NA
147630,5,3.99724,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.169,NA,NA,NA,NA,NA,NA,NA
147786,5,4.02267,3.84522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.315,NA,NA,NA,NA
148106,3.79494,4.72321,4.94469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1215.167,NA,NA,NA,NA,NA
148286,5,4.81368,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329.23,NA,NA,NA,NA,NA,NA
148504,4.10171,4.39451,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.464,NA,NA,NA,NA,NA,NA
148578,4.81603,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3337.631,NA,NA,NA,NA,NA,NA
148906,5,5,4.28288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.043,NA,NA,NA,NA,NA,NA,NA
148985,4.5611,3.96265,3.73648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.343,NA,NA,NA,NA,NA,NA,NA,NA
149297,5,4.84334,3.41383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963.077,NA
149356,5,5,4.33831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260.993,NA,NA,NA
149605,5,5,4.68079,11412.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149816,5,3.82969,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3436.309,NA,NA,NA,NA,NA,NA,NA,NA,NA
150070,5,4.71794,5,NA,3279.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150337,5,5,4.31105,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150416,5,5,3.92165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150725,4.08308,5,5,NA,535.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150907,5,5,4.20586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151022,4.43829,5,5,NA,NA,537.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151179,5,5,4.99475,NA,NA,NA,NA,NA,NA,NA,NA,2374.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151498,5,5,5,NA,NA,1967.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151652,3.10441,5,5,NA,NA,NA,NA,NA,602.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151920,3.23595,5,5,NA,NA,NA,NA,NA,NA,NA,3138.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152081,4.26178,5,5,NA,NA,NA,NA,NA,NA,5532.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152239,5,3.99438,5,NA,NA,NA,NA,NA,NA,108.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152463,3.71301,4.11185,5,NA,NA,NA,NA,NA,NA,1128.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152643,3.04151,4.98473,5,NA,NA,NA,NA,NA,NA,567.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152785,2.37857,4.78366,5,NA,NA,NA,NA,NA,NA,3579.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153021,0.245374,3.76214,5,NA,NA,NA,NA,NA,NA,1040.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153162,-0.581131,4.89742,5,NA,NA,NA,NA,NA,NA,8687.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153442,-1.11854,5,3.9537,NA,NA,NA,NA,NA,NA,24.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153570,-1.03855,4.56803,5,NA,NA,NA,NA,NA,NA,1503.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153801,-0.488676,4.25715,4.33353,NA,NA,NA,NA,NA,NA,649.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154118,-0.143612,4.12527,5,NA,NA,NA,NA,NA,NA,4015.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154237,-0.589144,3.67247,5,NA,NA,NA,NA,NA,NA,2625.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154448,-1.01091,3.83229,4.60011,NA,NA,NA,NA,NA,NA,1061.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154668,-1.11001,4.85651,4.85631,NA,NA,NA,NA,NA,NA,1357.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154777,0.184194,5,4.57324,NA,NA,NA,NA,NA,NA,520.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155026,0.00430993,4.36414,4.80202,NA,NA,NA,NA,NA,NA,3119.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155262,0.529197,4.76328,5,NA,NA,NA,NA,NA,NA,1145.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155543,-1.07867,4.75008,5,NA,NA,NA,NA,NA,NA,3794.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155610,-1.02793,5,3.76444,NA,NA,NA,NA,NA,NA,2134.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155895,-1.87072,4.53162,5,NA,NA,NA,NA,NA,NA,456.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155961,-3.29712,3.94138,5,NA,NA,NA,NA,NA,38.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156268,-4.58138,4.11148,5,NA,NA,NA,NA,NA,NA,711.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156540,-5,4.88649,5,NA,NA,NA,NA,NA,NA,3810.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156718,-5,4.67636,4.92631,NA,NA,NA,NA,NA,NA,2741.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156832,-4.93301,5,5,NA,NA,NA,NA,NA,NA,2584.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157152,-5,4.53105,5,NA,NA,NA,NA,64.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157289,-4.60967,3.44983,5,NA,NA,NA,NA,NA,78.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157529,-4.1896,4.91228,4.93068,NA,NA,160.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157568,-1.99458,5,5,NA,NA,NA,NA,NA,NA,5536.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157911,-0.116031,4.38917,5,NA,NA,NA,NA,NA,NA,3371.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158120,-0.389691,3.73742,5,NA,NA,NA,NA,NA,333.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158223,-1.19842,4.21344,5,NA,NA,NA,NA,NA,NA,3300.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158497,-0.0182211,4.84586,4.24462,NA,NA,NA,NA,NA,NA,3822.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158562,0.500032,5,4.88271,NA,NA,NA,NA,NA,NA,2342.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158942,-0.594479,5,5,NA,NA,NA,NA,NA,NA,NA,8365.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158968,0.425736,5,5,NA,NA,NA,NA,NA,NA,2826.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159179,0.0842129,5,5,NA,NA,NA,NA,NA,NA,NA,20.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159456,-0.793215,4.1105,4.30808,NA,NA,NA,NA,NA,NA,3018.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159701,-1.39991,4.63519,5,NA,NA,NA,NA,NA,969.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159788,-1.64323,3.84405,5,NA,NA,NA,NA,NA,NA,NA,1019.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159984,0.0225051,4.66244,5,NA,NA,NA,NA,NA,NA,NA,1392.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160227,-0.781014,3.44729,4.70035,NA,NA,NA,NA,NA,NA,NA,1340.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160484,-0.414449,4.26946,4.86109,NA,NA,NA,NA,NA,NA,2370.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160594,-0.718931,5,5,NA,NA,NA,NA,NA,NA,12062.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160782,0.00611763,3.87858,4.95282,NA,NA,NA,NA,NA,NA,NA,409.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161068,-0.659617,4.56002,5,NA,NA,NA,NA,NA,NA,2549.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161222,-0.282225,2.57692,5,NA,NA,NA,NA,80.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161419,-0.538517,4.50202,5,NA,NA,NA,NA,NA,14.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161629,-2.47938,4.17946,4.47107,NA,NA,NA,111.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161946,-3.61649,4.17376,4.58553,NA,NA,70.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161997,-2.66942,4.85575,4.74332,NA,NA,NA,657.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162183,-2.07566,5,4.14371,NA,NA,NA,NA,NA,NA,NA,1035.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162388,-2.45164,4.731,4.44648,NA,NA,NA,NA,NA,NA,938.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162680,-1.52662,4.52546,5,NA,NA,NA,NA,NA,369.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162851,-2.14441,3.76401,4.96754,NA,NA,NA,457.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163094,-3.17501,4.66204,5,NA,NA,NA,NA,NA,NA,1321.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163202,-4.76972,5,4.85352,NA,NA,NA,NA,NA,NA,1469.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163498,-4.51354,5,5,NA,NA,NA,NA,NA,1255.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163721,-4.13799,5,3.54766,NA,NA,NA,NA,NA,NA,NA,48.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163948,-4.22582,5,3.19841,NA,NA,NA,NA,NA,NA,-56.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164104,-4.91161,4.71022,5,NA,NA,NA,NA,NA,NA,2497.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164285,-5,4.65839,3.81465,NA,NA,NA,NA,NA,NA,927.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164536,-3.53957,5,4.30541,NA,NA,NA,NA,NA,NA,1433.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164552,-2.82515,4.29726,3.48034,NA,NA,NA,NA,NA,NA,112.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164919,-2.87106,5,1.63401,NA,NA,NA,NA,NA,NA,273.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164954,-1.991,3.69753,1.06575,NA,NA,NA,NA,NA,NA,81.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165261,-2.65561,4.18922,2.79964,NA,NA,NA,NA,NA,NA,282.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165471,-2.12127,5,0.0974201,NA,NA,NA,NA,NA,NA,485.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165662,-1.97644,5,-1.22143,NA,NA,NA,NA,NA,NA,3654.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165760,-1.7017,5,-2.22271,NA,NA,NA,NA,NA,NA,692.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166019,-1.3942,5,-1.86256,NA,NA,NA,NA,NA,NA,NA,3246.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166274,-1.17827,5,-3.16882,NA,NA,NA,NA,NA,NA,700.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166508,1.41762,4.30049,-3.79568,NA,NA,NA,NA,NA,NA,204.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166650,1.42252,4.24909,-2.88941,NA,NA,NA,NA,NA,NA,497.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166893,2.35351,3.25624,-2.08827,NA,NA,NA,NA,NA,NA,681.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167044,2.41035,4.09871,-0.494421,NA,NA,NA,NA,NA,NA,157.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167224,3.40233,5,-1.59433,NA,NA,NA,NA,NA,NA,2160.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167525,4.00276,5,-1.5066,NA,NA,NA,NA,NA,NA,NA,336.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167656,3.34159,5,-2.00348,NA,NA,NA,700.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167940,4.90804,4.92255,-0.493584,NA,NA,NA,NA,NA,NA,3218.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168126,4.65369,5,-0.550673,NA,NA,NA,NA,NA,NA,3762.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168208,5,3.37914,0.905351,NA,NA,NA,NA,NA,NA,NA,1035.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168394,4.02078,3.88576,0.990847,NA,NA,NA,NA,NA,NA,43.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168586,3.24842,4.89277,1.94913,NA,NA,NA,NA,NA,NA,705.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168905,2.76791,5,1.38428,NA,NA,NA,NA,NA,NA,654.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168991,2.4443,5,1.01543,NA,NA,NA,NA,NA,NA,267.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169321,4.75626,5,1.6653,NA,NA,NA,NA,NA,NA,NA,252.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169360,5,4.81355,3.49754,NA,NA,NA,NA,NA,NA,NA,349.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169661,5,4.19364,4.04661,NA,NA,NA,NA,NA,448.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169765,5,4.25867,3.75558,NA,NA,NA,NA,NA,NA,2039.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170024,5,4.34542,3.52826,NA,NA,NA,NA,NA,NA,-47.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170319,4.9227,4.10718,3.66477,NA,NA,NA,NA,NA,NA,NA,1191.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170441,4.39189,4.4137,3.31186,NA,NA,NA,NA,NA,NA,816.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170689,4.20949,3.69554,4.5463,NA,NA,NA,NA,NA,NA,294.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170792,4.19964,4.34167,3.04682,NA,NA,NA,NA,NA,NA,211.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171077,5,5,3.3127,NA,NA,NA,NA,NA,NA,3187.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171331,5,4.48132,3.53924,NA,NA,NA,NA,NA,NA,20.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171379,5,3.33515,3.62357,NA,NA,NA,NA,NA,NA,632.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171582,5,3.45016,4.04288,NA,NA,NA,NA,NA,NA,-349.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171852,5,3.62094,5,NA,NA,NA,NA,NA,NA,NA,944.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171982,4.67452,2.16221,5,NA,NA,NA,NA,NA,NA,1459.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172178,5,3.84641,3.36457,NA,NA,NA,NA,NA,NA,916.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172388,3.374,3.40124,3.1042,NA,NA,NA,NA,NA,NA,139.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172576,4.58939,4.22417,4.53312,NA,NA,NA,NA,NA,NA,234.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172825,3.8543,5,5,NA,NA,NA,NA,NA,527.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173016,2.90676,5,4.7715,NA,NA,NA,NA,NA,590.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
