id,x0,x1,x2,fitness4,fitness3.5,fitness4.5,fitness6.5,fitness7.5,fitness8,fitness7,fitness9,fitness8.5,fitness9.5,fitness10,fitness10.5,fitness6,fitness5,fitness5.5,fitness2.5,fitness3,fitness2
151620,8.73668,7.60721,6.99196,NA,NA,NA,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151966,7.94658,8.38439,6.61438,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295,NA,NA,NA,NA,NA,NA,NA,NA
152066,9.43427,8.44681,7.12834,NA,NA,NA,NA,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152333,8.70623,8.33185,7.52048,NA,NA,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152551,7.51503,7.95625,6.7125,NA,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152626,7.97526,8.28682,6.2035,NA,NA,NA,NA,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152820,7.88306,7.97611,6.74005,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153042,6.43412,8.5251,7.21856,NA,NA,NA,NA,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153372,5.84536,8.22123,7.76384,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153558,4.75901,7.29922,9.24989,NA,NA,NA,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153662,5.65466,8.00485,10.0812,NA,NA,NA,-0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153958,4.51572,7.25363,8.90418,NA,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154126,5.3773,8.26411,7.4646,NA,NA,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154275,4.2578,7.75433,7.90435,NA,NA,NA,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
154552,4.01406,7.53517,8.78614,NA,NA,NA,NA,NA,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154675,3.68713,6.32137,7.64275,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154849,2.25144,7.18079,7.66519,NA,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155138,2.86376,7.01827,6.99685,NA,NA,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155374,2.99224,8.16255,6.99607,NA,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155429,2.58419,7.68076,8.58571,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155796,4.42974,8.6729,8.20594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268,NA,NA,NA
155954,4.64764,9.72061,10.0836,NA,NA,NA,NA,NA,NA,-0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156054,5.54845,9.63254,8.96898,NA,NA,NA,NA,-0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156394,5.74673,9.53653,8.69347,NA,NA,NA,NA,NA,NA,NA,NA,-0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA
156432,8.26201,9.48664,7.90728,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156782,9.57306,8.49221,7.18094,NA,NA,NA,NA,NA,NA,NA,NA,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA
156842,9.77485,8.01363,8.38137,NA,NA,NA,NA,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157145,7.96165,8.65807,8.64147,NA,NA,NA,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA
157369,7.10536,7.19131,6.98568,NA,NA,NA,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA
157546,7.14877,5.99194,6.28019,NA,NA,NA,NA,NA,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157710,8.25656,8.11274,5.72992,NA,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA
157871,7.63736,7.58538,6.33083,NA,NA,NA,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158112,8.05339,7.82191,5.49463,NA,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA
158286,8.4438,8.44231,5.23974,NA,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158499,8.65971,8.25049,3.25843,NA,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158606,8.24501,7.6878,4.45943,NA,NA,NA,NA,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158927,8.29002,6.72996,4.40895,NA,NA,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159084,8.52671,7.20807,4.48144,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159359,9.6941,7.71868,4.17065,NA,NA,NA,NA,NA,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159462,10.5,7.66766,4.30875,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159718,8.7821,7.99321,4.43438,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159969,8.40671,7.20798,4.11495,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160108,8.38128,7.88021,5.89749,NA,NA,NA,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160262,7.7225,8.87116,5.28096,NA,NA,NA,NA,NA,NA,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160525,7.45823,8.93485,5.14725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108,NA,NA,NA,NA,NA
160682,7.62487,8.00941,4.31333,NA,NA,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160811,8.31266,8.46418,4.83163,NA,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161089,8.5454,7.65878,4.13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484,NA,NA,NA,NA,NA,NA,NA,NA
161266,7.26684,7.5473,4.33661,NA,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161401,8.36858,6.60581,4.34991,NA,NA,NA,NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA
161721,8.31078,7.49426,3.38183,NA,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161824,7.64111,7.59936,4.22237,NA,NA,NA,NA,NA,NA,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
162086,7.60384,8.18246,4.3203,NA,NA,NA,NA,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162201,6.68276,7.26985,4.23802,NA,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162494,8.37708,7.58513,4.71753,NA,NA,NA,NA,NA,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162687,7.96048,8.52799,3.63219,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162917,7.73177,8.88395,4.08637,NA,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163134,7.62569,7.17254,4.55647,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163224,8.47437,7.29479,4.86609,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
163558,9.97632,8.7,6.98711,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
163701,8.54644,8.33449,6.61269,NA,NA,NA,NA,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163980,6.18503,7.74959,6.73307,NA,NA,NA,NA,NA,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA
164200,7.06827,8.42166,7.62361,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA
164350,7.40123,8.0758,7.99185,NA,NA,NA,NA,0.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164574,7.46516,7.67249,8.20635,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164616,8.79632,8.55483,7.7909,NA,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164885,8.43391,7.93937,8.9309,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165004,8.65436,8.65541,9.19271,NA,NA,NA,NA,NA,NA,NA,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165326,7.73149,7.92196,9.87931,NA,NA,NA,NA,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165503,6.76497,7.63192,9.04213,NA,NA,NA,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165686,7.60106,8.56426,7.87028,NA,NA,NA,NA,NA,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165839,7.92899,10.0994,8.17582,NA,NA,NA,NA,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166091,7.63517,9.17342,8.40688,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166244,9.21383,10.5,8.80508,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166545,9.15391,8.57065,8.30792,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166693,8.82071,9.31136,7.11486,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
166803,7.9061,8.93144,7.42215,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167055,7.11486,7.94594,8.31373,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167258,8.27877,8.48085,7.03522,NA,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167460,8.4967,8.17087,6.17188,NA,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167727,8.48194,7.16699,4.13362,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
167954,9.14494,7.28393,3.7776,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168108,7.96387,8.50415,3.43866,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168230,7.43755,6.40912,1.7218,NA,NA,NA,NA,NA,NA,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168567,8.74752,4.72512,2.25704,NA,NA,NA,NA,NA,NA,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA
168782,8.99057,4.93386,1.56326,NA,NA,NA,NA,NA,-0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168984,8.83711,4.00137,1.50215,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169002,7.97698,5.64969,1.53058,NA,NA,NA,NA,NA,-0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169213,7.95201,5.2273,0.5,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169581,7.39436,5.95245,2.32458,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169739,7.96592,5.85405,2.79308,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169892,7.22687,5.64755,4.43582,NA,NA,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170032,8.51291,7.48969,5.24666,NA,NA,NA,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170244,7.71076,8.11353,4.13692,NA,NA,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170428,7.36542,7.99143,4.49813,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA
170641,7.87212,7.47349,4.09159,NA,NA,NA,NA,NA,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170801,7.55427,6.7936,4.73866,NA,NA,NA,NA,NA,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171042,4.73494,7.47891,5.44914,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171324,6.96321,6.25194,7.29567,NA,NA,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171446,7.18945,8.38717,5.18576,NA,NA,NA,NA,NA,NA,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171679,8.06652,7.95975,5.28586,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171995,8.02792,7.02998,4.52553,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172086,7.63993,5.9762,3.32623,NA,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
172280,7.17399,7.34739,4.72863,NA,NA,NA,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA
172454,7.80344,7.6226,4.55494,NA,NA,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172639,7.53007,7.59778,4.32315,NA,NA,NA,NA,NA,0.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172834,7.62057,7.83953,4.92309,NA,NA,NA,NA,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173079,8.05602,6.96216,5.62213,NA,NA,NA,NA,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173296,7.48407,7.5142,3.11226,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173433,7.29252,7.18268,2.27372,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173746,7.76995,7.10836,1.803,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
173819,7.1334,7.31806,1.84563,NA,NA,NA,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA
174124,6.76971,7.6596,2.60215,NA,NA,NA,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174356,7.06459,7.34804,2.81374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA
174586,8.53723,8.43835,3.979,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174784,7.69183,6.71068,4.78012,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174833,6.78486,6.59499,3.87518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA
175177,7.94389,7.86209,4.06574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA
175350,7.28087,7.28757,4.3516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA
175410,7.12736,8.3399,4.47946,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175770,7.15668,7.03896,4.51716,NA,NA,NA,NA,NA,NA,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175851,8.47259,6.04236,3.68142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.179,NA,NA,NA
176178,8.48548,5.76607,3.70438,NA,NA,NA,NA,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176387,7.06203,6.61574,3.76777,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176488,7.79691,7.55449,4.20817,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176663,5.42966,7.73854,5.57339,NA,NA,NA,NA,NA,NA,-0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176947,7.10673,7.88327,5.45755,NA,NA,NA,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177019,6.15218,6.51562,5.15854,NA,NA,NA,NA,NA,NA,NA,NA,-0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA
177358,6.82045,7.32176,6.15956,NA,NA,NA,NA,NA,NA,NA,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177568,7.35751,6.60007,7.6687,NA,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177739,7.97127,6.08863,7.21656,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177954,8.45248,7.87135,7.79304,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178185,8.26263,7.44123,8.06314,NA,NA,NA,NA,NA,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA
178232,7.35668,7.56403,7.68353,NA,NA,NA,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178499,7.23013,8.00122,7.67924,NA,NA,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178727,6.79876,8.10874,7.11819,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178830,6.2976,6.75788,7.06292,NA,NA,NA,NA,NA,NA,NA,NA,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA
179019,5.37132,7.41076,7.35618,NA,NA,NA,NA,NA,NA,NA,NA,0.402,NA,NA,NA,NA,NA,NA,NA,NA,NA
179269,5.64724,8.26302,6.94319,NA,NA,NA,NA,NA,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179558,6.63656,7.74799,8.15068,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179606,6.2347,8.11305,7.35384,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179989,5.99478,7.15028,7.88578,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180196,5.46009,6.76819,7.7036,NA,NA,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA
180388,4.45523,7.19326,7.25942,NA,NA,NA,NA,NA,NA,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA
180453,4.56523,7.78566,6.21813,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180749,4.12943,6.80985,5.35241,NA,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180998,3.91123,4.5907,6.76094,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181030,4.16317,7.17477,6.11644,NA,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181253,5.32594,7.16554,7.19687,NA,NA,NA,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181575,6.8444,7.98025,6.2871,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181684,6.86821,6.81118,7.80101,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181822,6.94049,6.25879,7.58925,NA,NA,NA,NA,NA,NA,NA,NA,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA
182127,7.26548,6.15809,6.78254,NA,NA,NA,NA,NA,NA,NA,NA,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA
182371,7.45649,6.17794,7.73635,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182468,7.61535,6.45651,7.67045,NA,NA,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182640,8.20623,4.22726,7.83262,NA,NA,NA,NA,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
182801,8.28814,2.22725,7.23729,NA,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183050,7.08999,3.58895,8.29834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223,NA,NA,NA,NA,NA
183263,9.21345,4.69711,7.72487,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183559,8.98888,4.69203,7.45744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.332,NA,NA,NA,NA
183753,7.15247,4.60092,7.90468,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183989,7.64196,5.24388,7.41795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,NA,NA,NA,NA
184188,8.4263,5.24672,8.5084,NA,NA,NA,NA,NA,NA,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184274,6.93958,5.63457,8.29964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.077,NA,NA,NA,NA,NA
184525,7.0195,5.80551,7.09553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.069,NA,NA,NA,NA,NA
184618,7.94978,5.38971,6.77498,NA,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184852,7.46396,5.78243,6.64189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225,NA,NA,NA,NA,NA
185014,7.65752,7.00548,7.59008,NA,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185219,7.57133,7.40691,7.88463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA,NA
185420,7.37256,8.13298,6.69216,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185630,7.35069,9.24255,7.11354,NA,NA,NA,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185950,7.39446,10.5,6.84799,NA,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186164,7.71051,10.5,7.40878,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186333,8.10891,10.3388,6.12952,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186438,7.55468,10.5,6.67643,NA,NA,NA,NA,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186659,8.14745,10.0385,5.83623,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186919,7.98836,10.5,6.94822,NA,NA,NA,NA,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187014,7.16082,10.5,7.00045,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187288,7.51952,8.67928,5.90742,NA,NA,NA,NA,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187528,7.68974,7.53266,3.55829,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187790,6.9227,6.21263,1.73442,NA,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187937,8.60095,6.96833,1.37212,NA,NA,NA,NA,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188179,7.80359,7.55579,0.5,NA,NA,NA,NA,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188212,7.81632,8.70256,1.55399,NA,NA,NA,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188436,6.49889,7.35468,2.25655,NA,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188638,5.61292,7.3339,2.6706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.315,NA,NA,NA,NA,NA
188953,4.82289,6.60968,1.14449,NA,NA,NA,NA,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189114,6.88067,5.36314,2.30693,NA,NA,NA,NA,NA,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189391,7.10144,4.74024,2.11908,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189570,6.85032,6.99026,3.39621,NA,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
